provider,title,tags,rating,reviews
EDHEC Business School,Investment Management with Python and Machine Learning,Finance& Computer Programming& Investment Management& Python Programming& Statistical Programming& Data Analysis& Machine Learning& Probability &amp; Statistics& Data Analysis Software& Data Mining& Risk Management& Applied Machine Learning& Machine Learning Algorithms& Mathematics& Natural Language Processing& Network Analysis& Algorithms& Leadership and Management& Regression& Theoretical Computer Science& Accounting& Business Analysis& Computer Science& Financial Analysis& Statistical Analysis,4.6,(1.6k reviews)
University of Illinois at Urbana-Champaign,Business Data Management and Communication,Accounting& Data Management& Financial Accounting& General Accounting& Business Analysis& Data Analysis& Leadership and Management& Business Communication& Communication& Marketing& R Programming& Statistical Programming& Accounts Payable and Receivable& Data Visualization& Data Visualization Software& Exploratory Data Analysis& Storytelling& Basic Descriptive Statistics& Behavioral Economics& Big Data& Business Intelligence& Business Psychology& Data Analysis Software& Data Mining& Database Administration& Databases& Extract& Transform& Load& Generally Accepted Accounting Principles (GAAP)& Sales& Security Engineering& Software Security& Spreadsheet Software& Statistical Analysis& Statistical Visualization& Budget Management& Data Structures& Finance& Innovation& Strategy& Taxes,4.7,(5.5k reviews)
DeepLearning.AI,Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization,Deep Learning& Machine Learning& Probability &amp; Statistics& Statistical Machine Learning& Statistical Programming& Artificial Neural Networks& Machine Learning Algorithms& Python Programming& General Statistics& Linear Algebra& Applied Machine Learning& Applied Mathematics& Dimensionality Reduction& Feature Engineering& Machine Learning Software& Mathematical Theory &amp; Analysis& Mathematics& Statistical Visualization& Computer Programming& Tensorflow& Algorithms& Calculus& Probability Distribution& Regression& Theoretical Computer Science,4.9,(61.7k reviews)
Duke University,Data Analysis with R,Probability &amp; Statistics& General Statistics& Data Analysis& Statistical Analysis& Regression& R Programming& Statistical Programming& Statistical Tests& Bayesian Statistics& Econometrics& Business Analysis& Probability Distribution& Data Science& Mathematics& Correlation And Dependence& Experiment& Exploratory Data Analysis& Machine Learning& Machine Learning Algorithms& Basic Descriptive Statistics& Data Mining& Plot (Graphics)& Statistical Visualization& Data Analysis Software& Data Visualization,4.7,(6.9k reviews)
DeepLearning.AI,Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning,Machine Learning& Computer Vision& Deep Learning& Tensorflow& Artificial Neural Networks& Applied Machine Learning& Computer Graphic Techniques& Computer Graphics& Computer Programming& Machine Learning Algorithms& Machine Learning Software& Programming Principles& Python Programming& Statistical Programming,4.7,(18.1k reviews)
Rice University,Business Statistics and Analysis,Business Analysis& General Statistics& Probability &amp; Statistics& Statistical Analysis& Data Analysis& Spreadsheet Software& Microsoft Excel& Statistical Tests& Regression& Basic Descriptive Statistics& Business Intelligence& Data Visualization& Probability Distribution& Statistical Visualization& Experiment& Plot (Graphics)& Data Mining& Exploratory Data Analysis& Computer Programming& Correlation And Dependence& Data Analysis Software& Econometrics& Mathematics,4.7,(11.6k reviews)
DeepLearning.AI,Natural Language Processing with Classification and Vector Spaces,Data Science& Machine Learning& Machine Learning Algorithms& Natural Language Processing& Python Programming& Statistical Programming& Bayesian Statistics& Computer Programming& Dimensionality Reduction& Experiment& General Statistics& Machine Learning Software& Mathematics& Probability &amp; Statistics& Regression,4.6,(3.7k reviews)
University of Pennsylvania,AI For Business,Machine Learning& Entrepreneurship& Leadership and Management& Strategy and Operations& Finance& Data Management& Machine Learning Algorithms& Marketing& Applied Machine Learning& Theoretical Computer Science& Business Analysis& Human Resources& Sales& Artificial Neural Networks& Deep Learning& Computational Thinking& Computer Programming& Data Analysis& Accounting& Regulations and Compliance& Strategy& Big Data& Data Mining& Data Warehousing& Feature Engineering& Natural Language Processing& Reinforcement Learning& Algorithms& Audit& BlockChain& Business Transformation& Clinical Data Management& Customer Analysis& Customer Relationship Management& Customer Success& Database Administration& Databases& Decision Making& Financial Analysis& Innovation& Research and Design& Security Engineering& Software Security,4.6,(117 reviews)
Duke University,Excel to MySQL: Analytic Techniques for Business,Data Analysis& Business Analysis& Probability &amp; Statistics& Spreadsheet Software& General Statistics& Databases& Statistical Tests& Data Management& Database Administration& Database Theory& Data Visualization& Data Analysis Software& Probability Distribution& SQL& Data Warehousing& Database Application& Correlation And Dependence& Estimation& Forecasting& Regression& Statistical Analysis& Data Visualization Software& Basic Descriptive Statistics& Data Mining& Machine Learning& Big Data& Data Architecture& Business Intelligence& Financial Management& Microsoft Excel& Finance& Investment Management& Business Communication& Communication& Customer Analysis& Exploratory Data Analysis& Financial Analysis& Linear Algebra& Mathematical Theory &amp; Analysis& Mathematics& Research and Design& Data Model& Database Design& Tableau Software& Algebra& Bayesian Statistics& Combinatorics& Computational Logic& Computer Programming& Computer Programming Tools& Critical Thinking& Entrepreneurship& Feature Engineering& Leadership and Management& Plot (Graphics)& Problem Solving& Statistical Visualization& Strategy and Operations& Theoretical Computer Science& Interactive Data Visualization& Marketing& Risk Management,4.6,(14.9k reviews)
Google,Google データアナリティクス,Data Analysis& Statistical Programming& Data Management& Databases& SQL& Data Visualization& R Programming& Business Analysis& Spreadsheet Software& Business Communication& Communication& Probability &amp; Statistics& Computer Networking& General Statistics& Network Security& Security Engineering& Security Strategy& Tableau Software& Basic Descriptive Statistics& Bayesian Statistics& Big Data& Data Mining& Experiment& Financial Analysis,4.7,(131 reviews)
IBM Skills Network,Excel Basics for Data Analysis,Business Analysis& Data Analysis& Microsoft Excel& Spreadsheet Software& Data Analysis Software& Computer Programming& Data Management& Data Mining& Data Science& Extract& Transform& Load& Operating Systems& System Programming,4.7,(4.8k reviews)
École Polytechnique Fédérale de Lausanne,Functional Programming in Scala,Computer Programming& Other Programming Languages& Computer Science& Scala Programming& Theoretical Computer Science& Apache& Big Data& Data Management& Programming Principles& Algorithms& Computational Thinking& Data Science& Machine Learning& Machine Learning Algorithms& Computational Logic& Computer Programming Tools& Data Analysis& Data Analysis Software& Data Mining& Data Structures& Mathematical Theory &amp; Analysis& Mathematics& SQL,4.7,(10.5k reviews)
DeepLearning.AI,Convolutional Neural Networks,Artificial Neural Networks& Computer Vision& Deep Learning& Machine Learning& Statistical Programming& Python Programming& Applied Machine Learning& Linear Algebra& Machine Learning Algorithms& Machine Learning Software& Statistical Machine Learning& Dimensionality Reduction& Feature Engineering& Computer Programming& Tensorflow& Computer Architecture& Computer Networking& Network Architecture& Computer Graphic Techniques& Computer Graphics& Data Visualization,4.9,(41.2k reviews)
DeepLearning.AI,TensorFlow: Data and Deployment,Machine Learning& Applied Machine Learning& Tensorflow& Deep Learning& Mobile Development& Computer Programming& Python Programming& Data Management& Extract& Transform& Load& Data Science& iOS Development& Statistical Programming& Computer Vision& Mobile Development Tools& Artificial Neural Networks& Computer Science& Javascript& Machine Learning Software& Data Model& Android Development& Application Development& Computer Architecture& Entrepreneurship& Leadership and Management& Microarchitecture& Problem Solving& Research and Design& Software Engineering& Swift Programming& Theoretical Computer Science& Cross Platform Development& Data Visualization& HTML and CSS& Java Programming& Machine Learning Algorithms& Marketing& Security Engineering& Visualization (Computer Graphics)& Web Development,4.6,(1.3k reviews)
Google Cloud,From Data to Insights with Google Cloud,Cloud Computing& Google Cloud Platform& SQL& Databases& Cloud Platforms& Machine Learning& Information Technology& Computer Architecture& Data Management& Web Development& Distributed Computing Architecture& Entrepreneurship& Statistical Programming& Full-Stack Web Development& Cloud Storage& Business Psychology& Data Analysis& Data Analysis Software& Database Administration& Big Data& Computer Science& Data Science& Data Visualization& Cloud Management& Design and Product& Exploratory Data Analysis& Leadership and Management& Machine Learning Software& Market Research& Marketing& Product Management& Product Marketing& Research and Design& Sales& Strategy and Operations,4.6,(4.4k reviews)
IBM Skills Network,Data Science Methodology,Data Science& Data Analysis& Data Mining& Marketing,4.6,(18.6k reviews)
Duke University,Python, Bash and SQL Essentials for Data Engineering,Computer Programming& Statistical Programming& Python Programming& Data Management& Theoretical Computer Science& Cloud Computing& Computer Programming Tools& Databases& Software Engineering& Human Computer Interaction& Software Architecture& User Experience& Operating Systems& Amazon Web Services& Linux& Extract& Transform& Load& Data Structures& SQL& Cloud Platforms& Apache& Application Development& Big Data& Data Analysis& Data Engineering& DevOps& Programming Principles& Software Engineering Tools& Database Administration& Database Application& Applied Machine Learning& Cloud Applications& Cloud Engineering& Machine Learning& Machine Learning Algorithms& Systems Design& Data Mining,4.4,(136 reviews)
New York University,Machine Learning and Reinforcement Learning in Finance,Machine Learning& Finance& Machine Learning Algorithms& Mathematics& Algorithms& Theoretical Computer Science& Applied Mathematics& Calculus& General Statistics& Investment Management& Probability &amp; Statistics& Artificial Neural Networks& Business Analysis& Data Analysis& Deep Learning& Financial Analysis& Machine Learning Software& Advertising& Applied Machine Learning& Communication& Computer Programming& Entrepreneurship& Marketing& Markov Model& Operations Research& Python Programming& Research and Design& Statistical Machine Learning& Strategy and Operations& Tensorflow,3.7,(765 reviews)
IBM Skills Network,Ciencia de Datos de IBM,Statistical Programming& Data Analysis& Computer Programming& Python Programming& Data Management& Databases& SQL& Probability &amp; Statistics& Machine Learning& Computer Programming Tools& Data Visualization& Regression& Algorithms& Theoretical Computer Science& General Statistics& Mathematics& Machine Learning Algorithms& R Programming& Data Model& Data Mining& Econometrics& Web Development,4.6,(610 reviews)
DeepLearning.AI,Sequence Models,Artificial Neural Networks& Deep Learning& Machine Learning& Natural Language Processing& Applied Machine Learning& Dimensionality Reduction& Feature Engineering& Linear Algebra& Machine Learning Algorithms& Probability &amp; Statistics& Python Programming& Statistical Machine Learning& Statistical Programming& Differential Equations& Advertising& Business Psychology& Communication& Entrepreneurship& Estimation& Forecasting& Marketing& Applied Mathematics& General Statistics& Tensorflow& Algorithms& Big Data& Data Management& Human Computer Interaction& Machine Learning Software& Theoretical Computer Science& User Experience& Computer Graphics& Interactive Design,4.8,(29k reviews)
IBM Skills Network,Analista de Datos de IBM,Statistical Programming& Data Analysis& Computer Programming& Python Programming& Data Visualization& Business Analysis& Data Analysis Software& Microsoft Excel& Spreadsheet Software& Data Management& Databases& SQL& Probability &amp; Statistics& Mathematics& General Statistics& Regression& Big Data& Data Mining& Data Visualization Software& NoSQL& Econometrics& Machine Learning& Accounting& Entrepreneurship& Sales,4.6,(684 reviews)
IBM Skills Network,Machine Learning with Python,Data Mining& Machine Learning& Machine Learning Algorithms& Python Programming& General Statistics& Applied Machine Learning& Data Analysis& Regression& Statistical Analysis& Statistical Machine Learning& Deep Learning& Probability &amp; Statistics& Estimation& Algorithms& Data Management& Data Structures& Entrepreneurship& Supply Chain Systems& Supply Chain and Logistics,4.7,(13.5k reviews)
University of Pennsylvania,Customer Analytics,Business Analysis& General Statistics& Marketing& Customer Analysis& Data Analysis& Market Analysis& Market Research& Probability &amp; Statistics& Research and Design& Statistical Analysis& Exploratory Data Analysis& Basic Descriptive Statistics& Communication& Correlation And Dependence& Critical Thinking& Data Management& Data Mining& Data Model& Financial Analysis& Forecasting& MarTech& Marketing Management& Media Strategy &amp; Planning& Statistical Programming& Big Data& Estimation& Probability Distribution& Regression,4.6,(11.2k reviews)
University of Illinois at Urbana-Champaign,Business Analytics,Data Analysis& Business Analysis& Machine Learning& Statistical Programming& Data Visualization& R Programming& Data Management& Accounting& Business Communication& Communication& Algorithms& Data Analysis Software& Data Visualization Software& Exploratory Data Analysis& Machine Learning Algorithms& Theoretical Computer Science& Big Data& Data Mining& Natural Language Processing& Probability &amp; Statistics& Statistical Analysis& Storytelling& Audit& Basic Descriptive Statistics& BlockChain& Business Psychology& Customer Analysis& Extract& Transform& Load& Finance& Graph Theory& Management Accounting& Marketing Psychology& Mathematics& Network Analysis& Regression& Software Engineering& Software Testing& Spreadsheet Software& Statistical Visualization& Business Intelligence& Data Structures& Design and Product& Entrepreneurship& Human Computer Interaction& Market Research& Research and Design& User Research,4.6,(798 reviews)
SAS,SAS Visual Business Analytics,Statistical Programming& Data Analysis& Data Visualization& SAS (Software)& Business Analysis& Data Visualization Software& Forecasting& Geovisualization& Probability &amp; Statistics& Theoretical Computer Science& Data Mining& Interactive Data Visualization& Machine Learning& Natural Language Processing& Accounting& Communication& Computer Graphics& Interactive Design,4.7,(995 reviews)
DeepLearning.AI,Build Basic Generative Adversarial Networks (GANs),Artificial Neural Networks& Machine Learning& Machine Learning Algorithms& Machine Learning Software& Python Programming& Statistical Programming& Deep Learning& Applied Machine Learning& Computer Programming& Computer Vision,4.7,(1.6k reviews)
Google Cloud,Google Cloud Fundamentals: Core Infrastructure,Cloud Computing& Web Development& Full-Stack Web Development& Computer Architecture& Distributed Computing Architecture& Cloud Infrastructure& Cloud Storage& Google App Engine& Google Cloud Platform& Cloud Load Balancing& Kubernetes& Operations Management& Software As A Service& Strategy and Operations& Big Data& Cloud Applications& Cloud Engineering& Computer Networking& Data Management& Databases& Extract& Transform& Load& Machine Learning Software& Network Model,4.7,(46.5k reviews)
Johns Hopkins University,Executive Data Science,Data Analysis& Probability &amp; Statistics& Exploratory Data Analysis& Entrepreneurship& Leadership and Management& Data Science& Business Analysis& Statistical Analysis& Research and Design& Statistical Tests& Decision Making& Business Research& Experiment& Human Resources& Market Research& Talent Management& Basic Descriptive Statistics& Data Visualization& Estimation& General Statistics& Organizational Development& People Management& Plot (Graphics)& Statistical Visualization& Strategy and Operations& Business Communication& Collaboration& Communication& Computer Programming& Computer Programming Tools& Correlation And Dependence& Data Analysis Software& Data Mining& Machine Learning& Recruitment& Software Engineering& Software Framework& Strategy& Survey Creation& Application Development& Econometrics& Forecasting& Software Engineering Tools& Writing,4.5,(10.7k reviews)
University of California, Davis,Computational Social Science,Machine Learning& Data Management& Theoretical Computer Science& Software Engineering& Computer Programming& Natural Language Processing& Extract& Transform& Load& Mathematics& Network Analysis& Big Data& Communication& Computer Networking& Research and Design& Strategy and Operations& Operations Research& Probability &amp; Statistics& Accounting& Business Analysis& Computational Thinking& Critical Thinking& Data Analysis& Data Mining& Feature Engineering& Game Theory& Marketing& Network Model& Other Programming Languages& Regression& Software Architecture,4.6,(823 reviews)
Google Cloud,Advanced Machine Learning on Google Cloud,Machine Learning& Cloud Computing& Google Cloud Platform& Cloud Platforms& Probability &amp; Statistics& Business Psychology& General Statistics& Entrepreneurship& Statistical Programming& Tensorflow& Apache& Cloud Applications& Data Management& Machine Learning Software& Python Programming& Reinforcement Learning& Performance Management& Strategy and Operations& Applied Machine Learning& Artificial Neural Networks& Cloud API& Computational Thinking& Computer Architecture& Computer Programming& Computer Vision& Data Analysis& Data Engineering& Deep Learning& Distributed Computing Architecture& Hardware Design& Machine Learning Algorithms& Natural Language Processing& Other Cloud Platforms and Tools& Theoretical Computer Science,4.5,(1.4k reviews)
Google,Assess for Success: Marketing Analytics and Measurement,Data Analysis& Business Analysis& Web Development& Big Data& Communication& Data Management& Data Visualization& Entrepreneurship& Financial Analysis& Market Research& Marketing& Media Strategy &amp; Planning& Research and Design& Software Engineering& Software Testing& Algorithms& Data Mining& Microsoft Excel& Planning& Probability &amp; Statistics& Sales& Strategy and Operations& Supply Chain and Logistics& Theoretical Computer Science,4.6,(440 reviews)
University of California San Diego,Big Data,Data Management& Big Data& Data Analysis& Exploratory Data Analysis& Probability &amp; Statistics& Distributed Computing Architecture& Machine Learning& Business Analysis& Statistical Programming& Data Science& Graph Theory& Mathematics& Apache& Computer Architecture& Databases& Data Analysis Software& NoSQL& Data Architecture& Machine Learning Algorithms& Business& Data Model& Data Structures& Spreadsheet Software& Data Mining& Python Programming& Data Visualization& SQL& Statistical Machine Learning& Statistical Visualization& Database Application& Information Technology& Cloud Computing& Software As A Service& Applied Machine Learning& Basic Descriptive Statistics& Computer Programming& Correlation And Dependence& Database Administration& Dimensionality Reduction& Feature Engineering& General Statistics& PostgreSQL& Regression& Statistical Analysis& Algorithms& Data Warehousing& Theoretical Computer Science,4.5,(13.5k reviews)
IBM Skills Network,Introducción a la Ciencia de Datos,Statistical Programming& Data Analysis& Data Management& Databases& SQL& Computer Programming& R Programming& Data Mining& Data Model& Probability &amp; Statistics& Regression& Web Development,4.6,(486 reviews)
Google,Analitik Data Google,Data Analysis& Business Analysis& Data Management& Statistical Programming& Databases& Spreadsheet Software& SQL& Research and Design& Critical Thinking& Strategy and Operations& Data Visualization& Computer Graphics& R Programming& Business Communication& Communication& Computer Programming& Leadership and Management& Graphic Design& Big Data& Plot (Graphics)& Probability &amp; Statistics& Theoretical Computer Science& Visualization (Computer Graphics)& Data Structures& Entrepreneurship& Security Engineering& Tableau Software& Accounting& Computer Networking& Data Analysis Software& Data Model& Data Visualization Software& Exploratory Data Analysis& Financial Analysis& General Statistics& Human Resources& Microsoft Excel& Network Security& Problem Solving& Security Strategy& Statistical Visualization& Business Psychology& Business Transformation& Cloud Computing& Collaboration& Computer Programming Tools& Culture& Database Administration& Database Design& Decision Making& Emotional Intelligence& HTML and CSS& Human Computer Interaction& Interactive Design& Javascript& Knitr& Other Programming Languages& Other Web Frameworks& People Analysis& Process Analysis& Programming Principles& Small Data& Software Security& Web Development& Writing& Data Mining& Distributed Computing Architecture& Extract& Transform& Load& Journalism& Sales& Strategy& System Security,4.9,(1.2k reviews)
University of Colorado Boulder,Expressway to Data Science: Essential Math,Mathematics& Algebra& Calculus& Linear Algebra& Mathematical Theory &amp; Analysis& Differential Equations& Theoretical Computer Science& Probability &amp; Statistics& Algorithms& Entrepreneurship& Graph Theory& Leadership and Management& Probability Distribution& Problem Solving& Research and Design& Computer Graphic Techniques& Computer Graphics& General Statistics& Accounting& Big Data& Computer Programming& Corporate Accouting& Data Analysis& Data Management& Data Mining& Data Model& Data Structures& Design and Product& Finance& Investment Management& Product Design& Programming Principles& Software Architecture& Software Engineering,4.5,(183 reviews)
Google Cloud,Google Cloud Big Data and Machine Learning Fundamentals,Cloud Computing& Cloud Platforms& Data Management& Google Cloud Platform& Big Data& Apache& Applied Machine Learning& Cloud Applications& Cloud Infrastructure& Cloud Storage& Data Analysis& Data Analysis Software& Data Architecture& Data Model& Data Structures& Data Warehousing& Database Application& Databases& Exploratory Data Analysis& Extract& Transform& Load& Machine Learning& Machine Learning Algorithms& Machine Learning Software& SQL,4.7,(15.4k reviews)
IBM Skills Network,Fundamentos del Análisis y Visualización de Datos,Data Analysis& Business Analysis& Data Analysis Software& Microsoft Excel& Spreadsheet Software& Data Visualization& Data Management& Databases& SQL& Statistical Programming& Big Data& Data Mining& Data Visualization Software& General Statistics& NoSQL& Probability &amp; Statistics& Accounting& Entrepreneurship& Sales,4.7,(504 reviews)
Google Cloud,Digital Transformation Using AI/ML with Google Cloud,Cloud Computing& Machine Learning& Applied Machine Learning& Business Analysis& Business Transformation& Cloud Standards& Computer Science& Entrepreneurship& Google Cloud Platform& Innovation& Research and Design& Small Data& Data Science& Information Technology& Machine Learning Software& Statistical Programming& Cloud API& Cloud Infrastructure& Cloud Platforms& Google App Engine& Python Programming& Business Psychology& Computer Security Incident Management& Culture& Leadership and Management& Security Engineering& Security Strategy& Computer Vision& Machine Learning Algorithms& Natural Language Processing& SQL& Algorithms& Business Intelligence& Cloud Storage& Data Warehousing& Human Resources& Leadership Development& Strategy& Strategy and Operations& Theoretical Computer Science,4.7,(6k reviews)
Johns Hopkins University,Data Science: Statistics and Machine Learning,R Programming& Statistical Programming& General Statistics& Statistical Analysis& Data Analysis& Machine Learning& Probability &amp; Statistics& Statistical Tests& Data Science& Machine Learning Software& Basic Descriptive Statistics& Bayesian Statistics& Correlation And Dependence& Econometrics& Estimation& Linear Algebra& Regression& Exploratory Data Analysis& Theoretical Computer Science& Data Visualization& Interactive Data Visualization& Natural Language Processing& Probability Distribution& Plot (Graphics)& Machine Learning Algorithms& Algorithms& Applied Machine Learning& Business Analysis,4.4,(7k reviews)
University of Colorado System,Clinical Data Science,Data Management& Data Analysis& Statistical Programming& Clinical Data Management& Data Model& Natural Language Processing& R Programming& Computational Logic& Databases& Extract& Transform& Load& Finance& Leadership and Management& Theoretical Computer Science& Accounting& Algorithms& Basic Descriptive Statistics& Billing &amp; Invoicing& Computer Programming& Google Cloud Platform& Mathematical Theory &amp; Analysis& Mathematics& Programming Principles& Regulations and Compliance& SQL& Communication& Machine Learning Software& Marketing,4.5,(407 reviews)
Duke University,Machine Learning Foundations for Product Managers,Machine Learning& Machine Learning Algorithms& Probability &amp; Statistics& Regression& Applied Machine Learning& Data Analysis& Data Mining& Deep Learning& Artificial Neural Networks& Computer Vision& Natural Language Processing& Statistical Machine Learning& Algorithms& Data Management& Data Science& Data Structures& Econometrics& General Statistics& Strategy and Operations& Theoretical Computer Science,4.6,(116 reviews)
University of Michigan,Introduction to Data Science in Python,Basic Descriptive Statistics& Python Programming& Data Analysis& Data Structures& Data Mining& Exploratory Data Analysis& Statistical Analysis& Correlation And Dependence& Statistical Tests& Data Architecture& Estimation& General Statistics& Linear Algebra& Regression& Statistical Visualization& Computational Logic& Computer Programming& Mathematical Theory &amp; Analysis& Mathematics& Probability &amp; Statistics& Programming Principles& Statistical Programming& Theoretical Computer Science,4.5,(26.5k reviews)
DeepLearning.AI,AI for Medical Diagnosis,Machine Learning& Python Programming& Artificial Neural Networks& Deep Learning& Machine Learning Algorithms& Machine Learning Software& Statistical Programming& Applied Machine Learning& Computer Vision& Data Analysis& Estimation& Exploratory Data Analysis& General Statistics& Statistical Tests& Statistical Visualization& Algorithms& Computer Graphics& Computer Programming& Data Management& Data Structures& Feature Engineering& Probability &amp; Statistics& Theoretical Computer Science,4.7,(1.8k reviews)
Macquarie University,Excel Skills for Business: Intermediate I,Business Analysis& Data Analysis& Microsoft Excel& Spreadsheet Software& Plot (Graphics)& Data Visualization& Data Analysis Software& Data Mining,4.9,(15.6k reviews)
Duke University,Introduction to Probability and Data with R,General Statistics& Probability &amp; Statistics& Probability Distribution& Statistical Tests& Data Analysis& Statistical Analysis& Correlation And Dependence& Experiment& R Programming& Basic Descriptive Statistics& Bayesian Statistics& Data Mining& Plot (Graphics)& Statistical Visualization& Data Analysis Software& Data Visualization& Exploratory Data Analysis& Statistical Programming,4.7,(5.4k reviews)
DeepLearning.AI,Custom Models, Layers, and Loss Functions with TensorFlow,Deep Learning& Python Programming& Tensorflow& Applied Machine Learning& Computer Programming& Machine Learning& Statistical Programming& Artificial Neural Networks& Computer Architecture& Computer Networking& Network Architecture& Basic Descriptive Statistics& Computer Vision& Data Analysis& Machine Learning Software& Network Model& Probability &amp; Statistics& Programming Principles,4.9,(816 reviews)
University of Washington,Machine Learning,Machine Learning& Machine Learning Algorithms& Data Science& Statistical Machine Learning& Linear Algebra& Statistical Analysis& Data Mining& Regression& Applied Machine Learning& Feature Engineering& General Statistics& Natural Language Processing& Python Programming& Machine Learning Software& Statistical Tests& Data Analysis& Dimensionality Reduction& Statistical Programming& Deep Learning& Basic Descriptive Statistics& Probability &amp; Statistics& Computer Vision& Statistical Visualization& Estimation& Probability Distribution& Correlation And Dependence& Forecasting& Big Data& Data Management& Algorithms& Bayesian Statistics& Business Analysis& Business Psychology& Computational Logic& Computational Thinking& Computer Architecture& Computer Graphic Techniques& Computer Graphics& Computer Programming& Data Structures& Distributed Computing Architecture& Entrepreneurship& Exploratory Data Analysis& Markov Model& Mathematical Theory &amp; Analysis& Mathematics& Theoretical Computer Science,4.6,(15.8k reviews)
Johns Hopkins University,The Data Scientist’s Toolbox,R Programming& Big Data& Computer Programming Tools& Data Analysis& Experiment& Exploratory Data Analysis& Machine Learning Software& Software Engineering Tools& Application Development& Statistical Programming,4.6,(33.5k reviews)
The University of Sydney,Data-driven Astronomy,Computer Programming& Statistical Programming& Machine Learning& Basic Descriptive Statistics& Data Analysis Software& Python Programming& Statistical Analysis& Data Analysis& Data Mining& Database Design& Databases& Exploratory Data Analysis& SQL,4.8,(1.2k reviews)
University of Pennsylvania,Data Analysis Using Python,Computer Programming& Python Programming& Statistical Programming& Data Analysis& Data Visualization& Data Mining& Plot (Graphics)& Data Science,4.6,(280 reviews)
Duke University,Introduction to Machine Learning,Applied Machine Learning& Data Analysis& Data Architecture& Data Mining& Data Science& Deep Learning& Machine Learning& Machine Learning Algorithms& Machine Learning Software& Statistical Machine Learning& Statistical Analysis& Algorithms& Artificial Neural Networks& Computer Vision& General Statistics& Natural Language Processing& Probability &amp; Statistics& Regression& Theoretical Computer Science,4.7,(3.2k reviews)
Coursera Project Network,Excel for Beginners: Pivot Tables,Business Analysis& Data Analysis& Data Mining& Microsoft Excel& Spreadsheet Software,4.6,(8 reviews)
Stanford University,Introduction to Clinical Data,Clinical Data Management& Data Analysis& Data Management& Data Mining& Leadership and Management& Machine Learning,4.6,(192 reviews)
Amazon Web Services,Getting Started with AWS Machine Learning,Data Mining& Data Science& Machine Learning& Machine Learning Algorithms& Machine Learning Software& Amazon Web Services& Computer Vision& Other Cloud Platforms and Tools& Artificial Neural Networks& Business Psychology& Cloud Computing& Deep Learning& Entrepreneurship,4.5,(6.4k reviews)
PwC,Problem Solving with Excel,Business& Business Analysis& Spreadsheet Software& Microsoft Excel& Data Science& General Statistics& Probability &amp; Statistics& Computer Programming& Data Analysis& Data Analysis Software& Data Mining& Regression& Statistical Analysis,4.7,(5.1k reviews)
IBM Skills Network,Deep Neural Networks with PyTorch,Machine Learning& Computer Programming& Python Programming& Computer Vision& Deep Learning& Probability &amp; Statistics& Artificial Neural Networks& General Statistics& Machine Learning Algorithms& Regression& Algorithms& Theoretical Computer Science& Computer Graphic Techniques& Computer Graphics& Econometrics& Machine Learning Software& Probability Distribution& Statistical Machine Learning,4.4,(1.3k reviews)
IBM Skills Network,Introduction to Computer Vision and Image Processing,Computer Vision& Machine Learning& Computer Graphics& Computer Graphic Techniques& Algorithms& Artificial Neural Networks& Deep Learning& Theoretical Computer Science& Applied Machine Learning& IBM Cloud& Machine Learning Software,4.4,(877 reviews)
Yonsei University,Emerging Technologies: From Smartphones to IoT to Big Data,Network Architecture& Computer Architecture& Computer Networking& Human Computer Interaction& Big Data& Data Management& Software Engineering& Adaptability& Business Psychology& Entrepreneurship& Computer Graphics& Interactive Design& Internet Of Things& Computer Vision& Machine Learning& User Experience& Mobile Development& Android Development& Apache& Cloud Computing& Communication& Data Analysis& Data Model& Market Analysis& Marketing& Network Security& Security Engineering& iOS Development& Computational Logic& Mathematical Theory &amp; Analysis& Mathematics& Theoretical Computer Science& Virtual Reality& Data Analysis Software& Data Architecture& Data Mining& Data Structures& Data Warehousing& Database Application& Extract& Transform& Load& SQL& Statistical Analysis,4.7,(1.7k reviews)
SAS,SAS Statistical Business Analyst,SAS (Software)& Statistical Programming& Data Analysis& Probability &amp; Statistics& Statistical Analysis& Regression& Business Analysis& General Statistics& Statistical Tests& Mathematics& Data Mining& Machine Learning& Statistical Machine Learning& Correlation And Dependence& Exploratory Data Analysis& Machine Learning Algorithms& Advertising& Algebra& Communication& Computer Programming& Journalism& Marketing& Python Programming,4.6,(111 reviews)
IBM Skills Network,Getting Started with AI using IBM Watson,Machine Learning& Cloud Computing& IBM Cloud& Natural Language Processing& Deep Learning& Machine Learning Software,4.5,(2.6k reviews)
Rice University,Introduction to Data Analysis Using Excel,Business Analysis& Data Analysis& Spreadsheet Software& Statistical Analysis& Microsoft Excel& Data Visualization& Plot (Graphics)& Statistical Visualization& Computer Programming& Data Analysis Software& Data Mining& General Statistics& Probability &amp; Statistics,4.7,(9.8k reviews)
DeepLearning.AI,Browser-based Models with TensorFlow.js,Machine Learning& Data Science& Tensorflow& Applied Machine Learning& Artificial Neural Networks& Computer Science& Computer Vision& Computer Programming& Deep Learning& Javascript& Machine Learning Software& Python Programming& HTML and CSS& Statistical Programming& Web Development,4.7,(903 reviews)
